개방자치단체코드,관리번호,시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4781000,202447810000400274,전북특별자치도,고창군,없음,대산면,거점수거,대산면 미동 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,대산면사무소,063-560-8365,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400146,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 아르미안아파트,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400604,전북특별자치도,고창군,없음,해리면,거점수거,해리면 각동 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,화+수,화+금,화+수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400382,전북특별자치도,고창군,없음,상하면,거점수거,상하면 장호 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,상하면사무소,063-560-8263,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400253,전북특별자치도,고창군,없음,공음면,거점수거,공음면 공음산정경로당 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,화+수,월+목,화+수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,공음면사무소,063-560-8246,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400545,전북특별자치도,고창군,없음,아산면,거점수거,아산면 상복 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+금+토,월+수+금,월+화+금+토,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,아산면사무소,063-560-8173,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400631,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 문화마을 흥성회관,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400676,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 죽현2리 흥덕장례식장,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,월+화+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400671,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 복룡마을 회관,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,월+화+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400642,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 서삼마을 부흥식당,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400045,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 조선회관,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400538,전북특별자치도,고창군,없음,심원면,거점수거,"심원면 궁산 마을회관 앞, 궁산저수지 앞",쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+목,화+금,월+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,심원면사무소,063-560-8383,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400593,전북특별자치도,고창군,없음,해리면,거점수거,해리면 고칠성 마을 중앙,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화,화+금,월+화,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400656,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 행정마을 회관,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,월+화+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400415,전북특별자치도,고창군,없음,성내면,거점수거,성내면 대흥 마을회관옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성내면사무소,063-560-8443,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400328,전북특별자치도,고창군,없음,무장면,거점수거,무장면 석수마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,무장면사무소,063-560-8203,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400157,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 고인돌박물관,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400681,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 죽현2리 성훈식당,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400284,전북특별자치도,고창군,없음,대산면,거점수거,대산면 발산 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,대산면사무소,063-560-8365,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400359,전북특별자치도,고창군,없음,부안면,거점수거,부안면 조양 마을회관앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,부안면사무소,063-560-8516,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400548,전북특별자치도,고창군,없음,아산면,거점수거,아산면 성기 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,수+목,월+수+금,수+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,아산면사무소,063-560-8173,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400166,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 태흥연립,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400097,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 뉴캐슬3차,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400219,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 동백아파트,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
